ו,and
ה,the
ל,to
ב,"in, at, with"
את,(direct object)
מן,from
יה,"LORD, GOD"
עלה,"upon, over, above"
אל,"to, toward"
אשׁר,which
כלל,all
אמר,to say
לא,"not, no"
בן,son
כי,"that, because, when"
היה,to be
כ,"as, like"
עשׂה,"to do, make"
אל,God
בוא,to come
מלך,king
שׂרה אל,Israel
ארץ,"land, earth"
יום,day
אישׁ,man
פנה,"before, face"
בית,house
נתן,"to give, put, set"
ס,[minor break]
עמם,people
זה,this (m)
יד,hand
הלך,"to walk, go"
דבר,"word, speech"
הוא,"he, it"
ראה,to see
עדה,"until, as far as"
אב,father
שׁמע,to hear
פ,[major break]
דבר,to speak
עיר,city
ישׁב,"to sit, dwell"
יצא,to go out
דוד,David
שׁוב,to return
אם,if
הן,behold
,with
אחד,one (m)
לקח,to take
ידע,to know
את,with
עין,"eye, spring, Ain"
עלה,to go up
א,the
שׁנה,year
אני,"I, myself"
,name
שׁלח,to send
מות,to die
,there
יהד,Judah
אכל,to eat
עבד,"servant, slave"
אין,"nothing, is not"
אשׁה,"woman, wife"
אדן,lord
גמם,also
שׁנה,two
משׁה,Moses
נפשׁ,soul
מה,what?
אתה,you (m. sing.)
ו,and
ה,(interrogative)
כהן,priest
אלה,these
כן,"so, thus"
קרא,to call
אל,"no, not"
אחר,after
דרך,way
,"Egypt, Mizraim"
נשׂא,"to lift, carry, take"
ירה שׁלם,Jerusalem
אח,brother
קום,"to arise, stand"
שׁלשׁ,three
לבב,"heart, Leb"
ראשׁ,head
בת,daughter
שׂים,"to put, set"
מים,water
מאה,hundred
כה,"thus, here"
הוא,they (m.)
גוה,nation
הר,mountain
עבר,"to pass over, through, or by"
אדם,man
גדל,great
עמד,to stand
תחת,"under, instead of"
חמשׁ,five
קול,voice
נכה,to smite
פה,mouth
צוה,to command
ילד,"to bear, beget"
אלף,thousand
עוד,"again, still, longer"
שׁבע,seven
הוא,"she, it"
טוב,"pleasant, good"
צבא,"host, army, war, service"
קדשׁ,holy
שׁמר,"to keep, watch, preserve"
רבע,"four, Arba"
מצא,to find
עלם,"forever, everlasting"
נפל,to fall
,now
שׁפט,"judgment, Mishpat"
שׂרר,"prince, chief, Sar"
מי,who?
רבב,"great, many"
,heavens
תוך,midst
חרב,sword
בין,between
שׁאל,"Saul, Shaul"
נא,"please, now"
כסף,"silver, money"
זבח,altar
קום,place
ים,sea
זהב,"gold, Zahab"
ל,to
ירד,to go down
רוח,"spirit, breath, wind"
אשׁ,fire
בנה,to build
נאם,utterance
שׁער,gate
נגד,"to tell, declare"
דם,blood
אני,I
רעע,"bad, evil"
מלך,"to be king, reign"
לוה,"Levi, Levite"
עקב,Jacob
אהל,tent
זה,"who, which"
אהרון,Aaron
לחם,"bread, food, Lehem"
סבב,"all around, Missabib"
עץ,"tree, wood"
ברך,to bless
כלה,"utensil, weapon"
או,or
,field
לחם,war
נבא,prophet
ענה,to answer
ירא,to fear
עשׂר,twenty
רעע,evil
שׁפח,family
פקד,"to number, appoint, punish, visit"
מאד,very
חטא,"sin, sin offering"
סור,to turn aside
עת,time
שׁלם,Solomon
חזק,to be strong
פלשׁ,Philistine
כרת,to cut off
עבד,"to work, serve"
עלה,burnt offering
ברה,"covenant, Berith"
חיה,to live
איב,enemy
אתה,you (m. plur.)
חדשׁ,month
קרב,"to come near, offer"
אנף,"nose, anger"
אבן,stone
,"flock, sheep"
שׁשׁ,six
פרע,Pharaoh
ל ענה,"because of, in order to, for the sake of"
בשׂר,flesh
דבר,wilderness
חיה,life
רשׁע,wicked
בבל,Babylon
לבב,"heart, mind"
נטה,"tribe, staff"
רגל,foot
אמה,cubit
חסד,lovingkindness
מלא,to fill
חיל,"strength, wealth, army"
גבל,border
בית,Beth
נער,"boy, youth"
חטא,"to miss, sin"
שׁלם,"peace, welfare, completeness"
אל,God
עשׂה,work
עון,iniquity
ירשׁ,"to possess, inherit, dispossess"
זרע,seed
ב,"in, at, with"
ליל,night
קרב,"midst, among"
בקשׁ,to seek
זכר,to remember
כתב,to write
יעד,appointed time or place
ירה,law
אדם,"ground, earth, land"
נחל,possession
אם,mother
כון,"to be firm, establish, prepare"
יה שׁוע,Joshua
אהב,to love
שׁתה,to drink
בגד,garment
נטה,to stretch out
יסף,"to add, do again"
חנה,camp
בקר,morning
לאך,angel
נצל,to take away deliver
שׁכב,to lie down
יסף,Joseph
מנח,offering
עזב,"to forsake, leave"
כלה,"to be complete, finished"
צדק,righteous
שׁפט,to judge
עשׂר,"ten, -teen"
ארן,ark
אסף,to gather
כבד,glory
רום,"to be high, exalted"
יכל,to be able
כף,hand
שׁמן,"oil, fat"
חצר,"courtyard, village"
ספר,"document, book, Sepher"
בהם,beast
שׁבט,"scepter, rod, tribe"
אזן,ear
גלה,"to uncover, remove; to go into exile"
רעה,"friend, companion, fellow"
מן אב,Moab
אבד,"to perish, destroy"
שׁבע,to swear
צוה,commandment
בקר,cattle
ירדן,Jordan
ראשׁ,"first, former"
מלך,king
פרה,Ephraim
זקן,"elder, old"
ישׁע,"to deliver, save"
רבה,"to be many, great"
שׂפה,lip
אב המה,Abraham
שׁאל,to ask
חוה,"to bow, worship"
בין,to understand
לחם,to fight
קדשׁ,to consecrate
בחר,to choose
בן ימין,Benjamin
דור,generation
הרג,to slay
לאך,work
רעה,"to shepherd, pasture, feed"
אחר,other
דרשׁ,to seek
חוץ,outside
פתח,"opening, doorway, entrance"
זבח,sacrifice
סבב,to go around
אול,"ram, ruler"
אך,"only, nevertheless"
בדד,alone
בעל,"master, husband"
טמא,to be unclean
גבר,mighty
נוס,to flee
צדק,righteousness
שׁמשׁ,"sun, Shemesh"
שׂמח,to rejoice
שׁנה,second
ציה,Zion
כסה,to cover
מות,death
צפה,north
נגד,"in front of, opposite"
רבב,"multitude, abundance, greatness"
אשׁר,"Assyria, step"
נגע,"to touch, strike"
נשׁה,Manasseh
חכם,wisdom
יעד,congregation
שׁבר,to break
שׂנא,to hate
שׁמן,eight
הלל,to praise
נסע,"to pull out; to set out, journey"
יה אב,Joab
עבד,service
רדף,to pursue
חנה,to camp
שׂ מה,"like, as"
שׁ,"who, which, that"
שׁחת,"to destroy, corrupt"
אז,then
יין,wine
ימן,"right hand, south"
עלה,"above, upward"
שׁמה אל,Samuel
שׁכן,"tabernacle, dwelling"
נחשׁ,bronze
קרא,"to encounter, meet"
חכם,wise
אישׁ,there is
סוס,horse
נוח,to rest
נחל,"torrent, brook"
פתח,to open
חלל,"to profane, begin"
כסא,throne
ארם,Aram
זבח,to sacrifice
ספר,number
ערב,evening
עשׂר,"ten, -teen"
פנה,to turn
געד,Gilead
אף,"also, indeed"
חמה,wall
,lest
פר,bull
קבר,to bury
שׁאר,to remain
חקק,statute
נשׂא,"leader, prince"
שׁכן,to dwell
רמה יה,Jeremiah
אמת,truth
קבץ,to gather
כוח,strength
בושׁ,to be ashamed
יחם,"wrath, heat"
חצה,half
מן,from
נגשׁ,to approach
שׁלך,"to throw, fling, cast"
גדל,"to grow up, become great"
עצם,bone; self
צדק,"righteousness, Zedek"
קהל,assembly
אור,light
בכר,"birthright, firstborn"
נחנו,we
לכד,to capture
עשׂר,"ten, -teen"
רכב,"chariot, upper millstone"
אח,sister
חיה,living
ישׁר,"straight, right"
נהר,river
פרה,fruit
פעם,"beat, foot, time"
יעב,abomination
יטב,"to be good, pleasing"
לשׁן,tongue
מלך,kingdom
קדשׁ,holy
שׁפך,to pour out
בטח,to trust
שׁלם,"to be complete, be sound, pay, make peace"
גרשׁ,"open land, pasture"
נבא,to prophesy
קטר,to make sacrifices smoke
שׂרף,to burn
בכה,to weep
כבד,"to be heavy, honored"
עלה,"upon, over, above"
שׁקר,lie
בלה,except
חשׁב,"to think, account"
נגב,"south country, Negeb"
עמד,pillar
ידה,"to praise, confess"
כנף,"wing, edge"
שׁבת,sabbath
עפר,dust
,only
אב שׁלם,Absalom
שׁמר,Samaria
נחם,"to comfort, relent"
צחק,Isaac
כבשׂ,lamb
ספר,"to count, relate"
יתר,to remain over
שׁלשׁ,third
עמם,Ammon
במה,"high place, Bamah"
בעד,"behind, through"
גאל,"to redeem, avenge"
חקק,statute
רוץ,to run
מוד,continually
ירב עם,Jeroboam
ראה,appearance
כפר,"to cover, make atonement"
שׁכח,to forget
מעט,"little, few"
רחב,width
רעב,hunger
הן,behold
ענה,because
אדם,Edom
עור,skin
שׁבע,seventh
שׁרת,to minister
אל,God
לבשׁ,to wear
רעע,to do evil
שׂבע,"to satisfy, fill"
,Esau
אמן,to trust
חיה,"animal, beast"
חמר,donkey
טהר,clean
יחד,together
יתר,"remainder, excess"
ארך,length
הפך,to turn
חלל,"slain, defiled"
טהר,"to be clean, purify"
מלט,to escape
שׂמח,joy
שׁמם,"to be desolate, appalled"
חרה,"to burn, be angry"
פשׁע,"transgression, rebellion"
אח אב,Ahab
כנע,Canaan
גור,stranger
חלב,fat
כרם,"vineyard, Haccherem"
עבר,beyond
קצה,end
זרע,arm
כרב,cherubim
מלך,kingdom
תמם,"blameless, perfect"
ילד,boy
שׁמד,to destroy
ידע,knowledge
יעץ,counsel
דלה,door
טמא,unclean
שׁיר,to sing
שׁית,"to put, set"
שׁקל,shekel
יהד,"Jew, Judean"
למד,"to learn, teach"
ענן,cloud
שׁלם,peace offering
אמר,Amorite
המה,"multitude, sound"
און,"iniquity, Aven"
פאה,"side, edge, corner"
קנה,to buy
רחק,"far, Rehokim"
פלל,to pray
גור,"to sojourn, dwell"
כלל,all
עוד,"testimony, law, decree"
זכר,male
לא,not
סגר,to shut
סתר,"to hide, conceal"
עזר,to help
פה,here
קלל,"to curse, be easy, light, swift"
יה נתן,Jonathan
יה שׁפט,Jehoshaphat
כשׂד,Chaldeans
מהר,to hasten
משׁל,to rule